	Predictions													Projections												
costumer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.083502955	-0.079730522	-0.126656209	-0.028161264	-0.022086497	-0.002192883	-0.063621365	-0.219196619	-0.278912121	-0.060929487	-0.049559613	-0.089619739	-0.253560037
cota	2	2	1	2	2	1	1	1	1	2	2	2	1	0.035067376	0.054441346	-0.021112323	0.094747403	0.164120287	-0.004583264	-0.052365991	-0.025543592	-0.072962589	0.127171031	0.343004725	0.308393347	-0.047984864
councilman	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.420588084	-0.439262051	-0.441322728	-0.433403552	-0.422839704	-0.270650701	-0.316353033	-0.443059991	-0.429745815	-0.255435971	-0.069101008	0.035175297	0.069377352
councilor	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.266869009	-0.434860151	-0.315655858	-0.292517103	-0.350408513	-0.117211583	-0.244010637	-0.423261285	-0.310568825	-0.125575609	0.113235459	0.228495749	0.279820212
councilperson	1	1	2	1	1	1	1	1	1	2	2	2	2	-0.00681716	-0.065595417	0.004027178	-0.010606648	-0.053870779	-0.032836858	-0.079215326	-0.156706007	-0.045240352	0.260425023	0.476686214	0.58723398	0.508666573
counsel	2	1	1	1	1	1	1	1	1	1	2	2	2	0.029558904	-0.020548387	-0.124919609	-0.163462848	-0.232002486	-0.156855637	-0.172523783	-0.152173369	-0.065980713	-0.045006001	0.214036585	0.178045371	0.007062671
counsellors	1	1	1	1	1	2	2	2	2	2	2	2	2	-0.079930172	-0.088729462	-0.134472442	-0.049230309	-0.088175247	0.141920731	0.052709275	0.094970543	0.100124001	0.12278584	0.889631258	0.909038709	0.577003374
counterperson	2	2	2	2	2	2	1	1	1	2	2	2	2	0.084682181	0.145023452	0.118699069	0.114867264	0.144167492	0.03051457	-0.029327194	-0.115935123	-0.148011978	0.1553321	0.331964668	0.379334933	0.223790866
countersinker	2	2	2	2	2	2	1	1	1	1	1	1	1	0.035159807	0.109191755	0.077420545	0.089362119	0.068203841	0.08541396	-0.134585883	-0.279065821	-0.369274794	-0.254361474	-0.418236396	-0.311111868	-0.296971778
coupler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.224330073	-0.188435617	-0.080019776	-0.124601346	-0.372054022	-0.482895105	-0.311047283	-0.329212597	-0.369516866	-0.309758992	-0.316580837	-0.248068295	-0.560242198
courier	1	2	1	1	2	2	1	1	1	1	1	1	1	-0.04352391	0.011467477	-0.070723872	0.001397838	0.241591447	0.187462168	-0.06741183	-0.171909345	-0.378169651	-0.180489895	-0.355909329	-0.261998609	-0.374785335
coutierier	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.087213882	-0.067975998	-0.117586666	-0.103301608	-0.228832142	-0.115553695	-0.188474893	-0.201577393	-0.262580193	-0.201074801	-0.091962348	-0.008104767	-0.016073568
couturiere	1	1	1	2	1	2	1	1	2	2	2	2	2	-0.033466561	-0.020954501	-0.106759236	0.003091528	-0.103297692	0.017932369	-0.172783699	-0.10978908	0.090798358	0.258746349	0.47064416	0.402100298	0.733273156
coverer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.185319121	-0.162588164	-0.206135799	-0.240129985	-0.319166909	-0.206768278	-0.257504374	-0.550729903	-0.655788988	-0.536256192	-0.431860144	-0.11062029	-0.366509087
cowlman	2	2	2	2	2	1	1	1	1	1	1	1	1	0.115199332	0.101659706	0.188533512	0.15858576	0.145325107	-0.006145941	-0.078433544	-0.129271668	-0.219960171	-0.258902215	-0.241708729	-0.227612438	-0.237081069
cpas	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.202807635	-0.241918701	-0.235096874	-0.093045149	-0.155823241	-0.14545509	-0.153899538	-0.362518527	-0.155771732	-0.012549336	0.240576822	0.029682285	-0.349368721
cpc	2	2	2	2	2	2	1	1	1	1	1	1	2	0.184405904	0.093879272	0.192683983	0.194407857	0.308289931	0.190515082	-0.11485663	-0.240069865	-0.301443228	-0.161453937	-0.153268865	-0.04679903	0.005147075
cpht	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.027716889	-0.190943574	-0.174858033	-0.169353514	-0.318140163	-0.41893886	-0.524073764	-0.654083286	-0.523610153	-0.466025823	-0.356852004	-0.351570293	-0.442554181
cpo	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.221557818	-0.253624888	-0.291252336	-0.256303601	-0.362844402	-0.427419097	-0.358374665	-0.631050527	-0.535856942	-0.557558667	-0.263534619	-0.244414112	-0.497164624
cra	1	2	2	2	2	2	2	2	2	2	1	1	1	0.002931388	0.154960249	0.176477818	0.245612379	0.244948758	0.204962037	0.048602204	0.025126883	0.039908989	0.07790455	-0.04525392	-0.077932152	-0.226026407
crabber	2	2	2	2	1	1	1	1	1	1	1	2	1	0.076315991	0.060643593	0.076898637	0.026820093	-0.120611053	-0.082210887	-0.336784905	-0.412302788	-0.454250162	-0.316461596	-0.168688367	0.086077577	-0.27468233
craniologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.033524844	-0.04520977	-0.100126898	-0.111884773	-0.068633221	-0.175003369	-0.351820671	-0.528130323	-0.612870442	-0.479955846	-0.587174305	-0.446239154	-0.67647354
cras	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.193657422	-0.139687519	-0.232811954	-0.126487574	-0.006042929	-0.05385175	-0.189996056	-0.261831668	-0.193428055	-0.025506766	0.137640341	0.158182812	-0.033957116
credentialer	1	1	1	1	1	2	1	1	1	1	2	2	1	-0.062155935	-0.019016648	-0.005628788	-0.024586096	-0.11079363	0.041933832	-0.062610431	-0.071440405	-0.125198155	-0.199106	0.075764445	0.185480564	-0.070174655
creeler	1	2	2	2	1	1	1	1	1	1	1	1	1	-0.064348672	0.089750672	0.068439459	0.083021023	-0.120853515	-0.055545058	-0.393789319	-0.481648594	-0.543279951	-0.729176625	-0.820713295	-0.717901363	-0.432914457
cremator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.200297047	-0.156422593	-0.190842914	-0.104453996	-0.204757448	-0.284769724	-0.289420658	-0.305116113	-0.354782547	-0.308273311	-0.314591741	-0.151133474	-0.270294848
crester	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.246081941	-0.273518178	-0.359706657	-0.328753929	-0.379014562	-0.367062912	-0.393341283	-0.462237461	-0.537313041	-0.443850366	-0.322844285	-0.501789859	-0.568141375
cribber	2	2	2	2	2	2	1	1	1	1	1	1	1	0.060522041	0.058811048	0.123575451	0.174490762	0.047125253	0.079868859	-0.139413882	-0.182804864	-0.216189734	-0.460605776	-0.285968422	-0.283652902	-0.592017665
criminalist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.158618171	-0.345449958	-0.423326603	-0.479072165	-0.404787634	-0.438086041	-0.687294835	-0.750666709	-0.799137974	-0.659977296	-0.488492526	-0.273668327	-0.630740089
crna	2	2	2	2	2	2	2	2	2	2	1	1	1	0.171179857	0.242890133	0.304639446	0.4243306	0.416243861	0.419445112	0.195418287	0.143542696	0.177744261	0.217049342	-0.117927671	-0.305404275	-0.473524599
crnp	2	2	2	2	1	1	1	1	1	1	1	1	1	0.057211085	0.096494465	0.059579383	0.035790988	-0.000791999	-0.22493247	-0.279357839	-0.445360036	-0.490994802	-0.781694927	-0.739510249	-0.897775464	-1.125328315
cro	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.212407593	-0.15177773	-0.198720538	-0.145193099	-0.114366767	-0.126309067	-0.287163578	-0.37559561	-0.196829906	-0.270511738	-0.262952734	-0.246735057	-0.355377815
crocheter	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003217293	0.003110633	-0.088663902	-0.079710582	-0.101653851	-0.001506816	-0.170737429	-0.34432221	-0.280640278	-0.218286892	-0.10889505	-0.020431775	-0.093648383
crosscutter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.094977302	-0.135392563	-0.057366287	-0.180646175	-0.236733459	-0.26802645	-0.382883644	-0.537985868	-0.627058115	-0.503806158	-0.336429692	-0.134798285	-0.046321761
crozer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.145497044	-0.197463398	-0.268198076	-0.226616373	-0.22665524	-0.261461928	-0.406774327	-0.498231055	-0.422875598	-0.502839464	-0.475571381	-0.541006118	-0.421283655
crt	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.188972712	-0.118792352	-0.109612956	-0.127004838	-0.049434612	-0.167057596	-0.052062009	-0.276266899	-0.34572415	-0.435578574	-0.308689111	-0.307259483	-0.417250797
crts	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.032521353	-0.058249977	-0.196656893	-0.209584825	-0.081718768	-0.250070099	-0.166574268	-0.314366781	-0.446718831	-0.399265764	-0.189595377	-0.152685565	-0.465511837
crtt	1	1	1	1	2	1	1	1	1	1	1	1	1	-0.14195301	-0.029067841	-0.130824302	-0.073530899	0.027018712	-0.003634452	-0.10311358	-0.31776011	-0.497968026	-0.669662553	-0.428138617	-0.306717112	-0.495587754
crtts	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.191506305	-0.098825325	-0.245300591	-0.123949037	-0.076010192	-0.132050271	-0.115337582	-0.40926765	-0.527887425	-0.659256561	-0.374027018	-0.28830754	-0.58463377
crusher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.06354781	-0.143798681	-0.173399727	-0.259424148	-0.249633554	-0.257770581	-0.372723939	-0.55628683	-0.671403772	-0.765948812	-0.416301051	-0.193974655	-0.207970285
cryptanalyst	2	2	2	2	2	2	1	1	1	1	1	2	1	0.115278288	0.011255543	0.027753328	0.055844675	0.048026447	0.034330927	-0.071065518	-0.102360227	-0.292895582	-0.220794501	-0.108843913	0.121289462	-0.08053951
cryptographer	2	1	1	1	1	1	1	1	1	1	1	2	1	0.073931121	-0.033424638	-0.216593462	-0.215735868	-0.217421101	-0.386330473	-0.414552482	-0.29549369	-0.348633624	-0.257682665	-0.038192992	0.07528204	-0.001215524
cryptologist	2	1	1	1	1	1	1	1	1	1	1	1	1	0.09951181	-0.006716116	-0.183091193	-0.153727869	-0.118164151	-0.195745042	-0.302166135	-0.242669877	-0.336630213	-0.187753268	-0.174945614	-0.050211197	-0.053697549
cryptozoologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.079730805	-0.240221532	-0.340365216	-0.292878895	-0.347531301	-0.378385375	-0.404227433	-0.495631673	-0.619392351	-0.59511852	-0.538743828	-0.429987354	-0.194767019
crystalizer	1	2	2	2	2	2	2	2	2	2	2	2	1	-0.122393384	0.025083064	0.007265334	0.126131195	0.120945192	0.116849849	0.061450157	0.060538066	0.052752099	0.124797098	0.055099625	0.076312877	-0.022651366
crystallographer	2	2	2	1	1	1	1	1	1	1	1	1	1	0.058713812	0.064045275	0.077647575	-0.058122966	-0.132732554	-0.157557322	-0.274320371	-0.338979136	-0.315561905	-0.345470798	-0.460130086	-0.117417073	-0.03407397
cso	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.321191366	-0.345663027	-0.467689976	-0.399729511	-0.489494128	-0.540250057	-0.594970798	-0.801858795	-0.586063225	-0.667689337	-0.492944778	-0.713300965	-0.916487916
csr	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.309079954	-0.33739169	-0.305009762	-0.220485199	-0.240716368	-0.397978851	-0.412273903	-0.471247914	-0.510296325	-0.49135241	-0.460770208	-0.818608905	-1.075273391
cst	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.297756497	-0.343235791	-0.380420198	-0.361095663	-0.372000868	-0.400311935	-0.452733134	-0.573313344	-0.662866764	-0.711760315	-0.743876923	-0.84891235	-0.728781025
csw	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.012684658	-0.089298702	-0.107807999	-0.005212829	-0.085224896	-0.159185086	-0.278414789	-0.311634697	-0.367924295	-0.309664623	-0.137544562	-0.349571419	-0.485904337
cto	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.292613804	-0.341549392	-0.424738085	-0.34589532	-0.513257667	-0.413990609	-0.453067153	-0.560966877	-0.542732628	-0.437110287	-0.08861967	-0.275836907	-0.45749196
ctrs	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.140672754	-0.245957689	-0.261451657	-0.178451536	-0.174868612	-0.238014475	-0.130368999	-0.38062431	-0.300148895	-0.296659862	-0.305270824	-0.421217483	-0.637178269
cuffer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.177509424	-0.262268638	-0.262369887	-0.281755158	-0.309197423	-0.308747136	-0.417854061	-0.637556803	-0.58539905	-0.556474678	-0.353477607	-0.142530029	-0.363750958
culturist	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.162249602	-0.255987968	-0.241350328	-0.113527219	-0.217829427	-0.190955064	-0.212167356	-0.381148424	-0.425816158	-0.411576487	-0.283488264	-0.017334493	0.314690206
curator	2	2	2	2	2	2	2	1	1	2	2	2	2	0.073739541	0.040838238	0.082799068	0.141963101	0.124307048	0.207565099	0.071496684	-0.015876201	-0.113667821	0.095481304	0.142212577	0.095404735	0.042260401
curber	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.197850411	-0.12450016	-0.208764379	-0.278624107	-0.445263309	-0.48944559	-0.498698861	-0.598977504	-0.381337609	-0.393079408	-0.353131693	-0.214221418	-0.274922219
custodian	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.201604952	-0.351192129	-0.40962473	-0.340462367	-0.332893798	-0.120103978	-0.221670861	-0.238394236	-0.272539522	-0.14997625	0.262356051	0.373350182	-0.155740137
customizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.41599298	-0.193293689	-0.366610949	-0.20580132	-0.317419896	-0.342380786	-0.316748152	-0.362258784	-0.432725916	-0.32346295	-0.262082264	-0.031704892	-0.116893737
cyberathlete	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.038823895	-0.188223915	-0.267326171	-0.342947075	-0.263712031	-0.105441361	-0.266115631	-0.356328125	-0.43611805	-0.22542352	0.018524737	0.195864872	0.158670717
cytogeneticist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.259718807	-0.354116559	-0.314274115	-0.261084877	-0.213783684	-0.288914246	-0.311726739	-0.268857883	-0.382331382	-0.502217214	-0.44805834	-0.222301197	-0.572702449
cytologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.321158032	-0.399515982	-0.347954141	-0.40456113	-0.335334454	-0.252357563	-0.259734536	-0.30417069	-0.410211274	-0.402417121	-0.298513635	-0.035006482	-0.254655697
cytopathologist	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.230959594	-0.331097907	-0.278619514	-0.189325468	-0.104404606	-0.029008625	-0.105795438	-0.095788476	-0.272856664	-0.16349209	-0.125404463	0.156131051	-0.020636211
cytotechnologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.366455951	-0.406958464	-0.422384587	-0.484030477	-0.37810411	-0.349642186	-0.376457836	-0.499255854	-0.587017585	-0.496580976	-0.597778138	-0.345108641	-0.3852285
damascener	1	1	1	1	1	2	2	1	1	1	1	1	1	-0.229674234	-0.153461265	-0.112029443	-0.030180159	-0.066701433	0.127040121	0.009810113	-0.199993579	-0.313100466	-0.363269842	-0.417048173	-0.199849078	-0.176014987
dampener	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.054881537	-0.152834011	-0.250936282	-0.209216468	-0.265659613	-0.377615283	-0.377186169	-0.401889064	-0.362435751	-0.321538793	-0.49220945	-0.487014904	-0.746757396
dampproofer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.242683315	-0.351627692	-0.355898687	-0.239625931	-0.30812775	-0.299989435	-0.258050048	-0.283475779	-0.29321488	-0.135216952	-0.245143194	-0.267462026	-0.528737338
dba	2	2	2	2	2	2	2	1	1	1	2	1	1	0.236319229	0.253517165	0.289002725	0.416965447	0.315905456	0.166861637	0.091084818	-0.107654008	-0.152413226	-0.000917442	0.062995561	-0.051309485	-0.409560253
dbas	2	1	2	2	2	1	1	1	1	1	1	1	1	0.039730428	-0.017821191	0.005301322	0.1742992	0.139821976	-0.00100312	-0.055920479	-0.312634721	-0.245516115	-0.142117775	-0.010615104	-0.105930131	-0.523569513
deadener	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.026761703	-0.058218084	-0.013879737	-0.094250721	-0.034815891	-0.098244365	-0.172750646	-0.128563152	-0.181685745	-0.009251601	0.382758639	0.494027363	0.53839577
dealmaker	2	2	1	1	1	1	1	1	1	1	1	2	1	0.022671397	0.076131579	-0.053926917	-0.033678322	-0.227365281	-0.439835898	-0.426181248	-0.533350178	-0.499506818	-0.400029836	-0.185322043	0.063261541	-0.119186119
dean	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.357920903	-0.4086909	-0.48611937	-0.66229454	-0.602020611	-0.634729499	-0.75436503	-0.845004878	-0.794950525	-0.732989882	-0.432015028	-0.565144252	-0.527723264
debeader	1	1	1	1	1	2	2	1	1	1	1	1	1	-0.161481274	-0.130481766	-0.167282756	-0.143414716	-0.212118841	0.083512008	0.028205023	-0.138056092	-0.272168565	-0.36297902	-0.176915988	-0.008730742	-0.09419684
debeaker	1	2	1	1	1	1	1	1	1	1	1	1	1	-0.021344701	0.017246702	-0.002385303	-0.03219778	-0.149538279	-0.053531777	-0.119438089	-0.334440409	-0.437038367	-0.423896743	-0.252694456	-0.123260358	-0.577431171
deblocker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.176797465	-0.077268834	-0.078058385	-0.178894086	-0.237281467	-0.143182765	-0.263606971	-0.465285317	-0.51283064	-0.521692792	-0.449845292	-0.37708099	-0.56924476
deboner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.20715253	-0.237381567	-0.298209646	-0.296081333	-0.304929519	-0.321966475	-0.357735587	-0.62721424	-0.583973273	-0.553157712	-0.455722773	-0.344292728	-0.529587174
debrander	1	2	2	2	2	2	2	2	2	2	2	2	2	-0.046553639	0.076247784	0.115551601	0.269618339	0.210866589	0.197179148	0.193897521	0.084914546	0.31554528	0.223317562	0.334893959	0.410591721	0.136982286
debubblizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.249936796	-0.285454257	-0.326634072	-0.2276823	-0.220527982	-0.232403682	-0.351221551	-0.397693204	-0.408503533	-0.330896924	-0.265571311	-0.194079323	-0.285017352
deburrer	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.375392987	-0.355226146	-0.388478789	-0.351348044	-0.304262902	-0.179094709	-0.200804414	-0.272252254	-0.256491317	-0.218798749	0.066541238	0.369725227	0.216615363
decaler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.369865055	-0.439833178	-0.525362496	-0.564952968	-0.53192107	-0.418616585	-0.510060415	-0.543490222	-0.4345615	-0.370246577	-0.371983612	-0.344551308	-0.323956367
decatizer	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.358589777	-0.291971086	-0.303374143	-0.222486436	-0.215800004	-0.316716288	-0.397399473	-0.341023276	-0.328315079	-0.179651716	0.008034538	0.107022132	0.193624016
deckhand	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.295862802	-0.484436254	-0.404852273	-0.541247111	-0.556203877	-0.568213359	-0.745405917	-0.908031256	-0.924117854	-0.742977953	-0.375861165	-0.364258103	-0.382217623
decontaminator	1	1	1	1	1	2	2	2	1	2	2	2	2	-0.020511062	-0.088797873	-0.055596104	-0.02622693	-0.06565186	0.018167508	0.053113321	0.092502923	-0.078498927	0.072143027	0.340389397	0.431929306	0.654466141
dedenter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.334028227	-0.280562875	-0.359139331	-0.341465413	-0.309691504	-0.125037206	-0.153220881	-0.379529774	-0.391997541	-0.405754309	-0.282275465	-0.116813093	-0.189867907
degreaser	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.222717613	-0.214812527	-0.319240965	-0.278786446	-0.267254903	-0.14469926	-0.162223929	-0.330110988	-0.304430359	-0.275616795	-0.131835113	-0.080452665	-0.341389617
dehairer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.241193506	-0.29515034	-0.309154944	-0.342037105	-0.536810035	-0.355800015	-0.446006093	-0.64554848	-0.516205075	-0.658943436	-0.497178859	-0.568176552	-0.624805659
dehorner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.211311098	-0.201444348	-0.261261783	-0.239345717	-0.316456519	-0.183367658	-0.228236169	-0.44402846	-0.405648239	-0.422974384	-0.615122204	-0.586296786	-0.662241365
dehydrator	1	1	1	1	1	1	1	1	2	2	2	2	1	-0.157924899	-0.265254165	-0.220050043	-0.279708064	-0.219699702	-0.073047407	-0.045570785	-0.092244444	0.008924764	0.058869574	0.035865115	0.254754143	-0.196289069
delimer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.213453094	-0.230031939	-0.220635971	-0.243487252	-0.325848313	-0.125861645	-0.19799933	-0.317957985	-0.247373437	-0.454447784	-0.254304319	-0.314452455	-0.323711096
delineator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.138302479	-0.019268399	-0.042559251	0.001543743	-0.099288454	-0.259711071	-0.360600554	-0.456025164	-0.543270689	-0.54276375	-0.362492477	-0.095952595	-0.347535163
demographer	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.014660283	-0.079272976	-0.178603943	-0.065648767	-0.063174323	-0.133197467	-0.324675374	-0.278219321	-0.475216968	-0.417906495	-0.109331008	0.127763285	0.317955555
demolitionist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.324455892	-0.368654058	-0.529959885	-0.494062774	-0.675745128	-0.693800224	-0.833588942	-0.92289679	-0.748750835	-0.638863794	-0.659256369	-0.599603033	-0.62301956
denitrator	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.229631717	-0.308115469	-0.259234628	-0.338394744	-0.358742731	-0.297418908	-0.254662563	-0.44470161	-0.383057597	-0.268468916	0.008262575	0.190457977	0.067232888
densitometrist	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.155452949	-0.300982082	-0.204593858	-0.162311731	-0.240712287	-0.211067472	-0.237676772	-0.324887922	-0.339573348	-0.30200219	-0.171322246	0.17245414	-0.000641416
dentist	1	1	1	1	1	1	1	1	1	2	2	2	2	-0.323522054	-0.366110056	-0.450668259	-0.395860999	-0.343461908	-0.093772613	-0.28456511	-0.194926336	-0.139153757	0.153502428	0.298043612	0.329709729	0.141670633
dermatologist	2	1	1	1	1	1	1	1	1	1	1	2	2	0.057982753	-0.109755161	-0.136587342	-0.12211043	-0.12368345	-0.124234255	-0.269778187	-0.298931792	-0.349121411	-0.273771209	-0.240109409	0.092530491	0.473857027
dermatopathologist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.087314751	-0.21201229	-0.178201064	-0.158405645	-0.179379555	-0.232003153	-0.300864267	-0.303455674	-0.317261141	-0.264792729	-0.159840383	0.165124539	0.506184789
designer	1	1	1	1	1	1	1	1	1	2	1	1	1	-0.10189078	-0.041845436	-0.191281789	-0.176918	-0.246386671	-0.100896589	-0.228816129	-0.154037665	-0.237448816	0.0143633	-0.194209586	-0.425717649	-0.563038261
desilverizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.303328377	-0.283542767	-0.245584591	-0.118522179	-0.18825171	-0.016973997	-0.124825092	-0.318078007	-0.286340561	-0.389786658	-0.369032491	-0.269337545	-0.234575029
desolderer	1	1	1	1	1	2	2	1	1	1	1	2	1	-0.128035883	-0.131633914	-0.124049667	-0.153018611	-0.123359749	0.045448229	0.033987242	-0.23664382	-0.235027141	-0.318891151	-0.218783307	0.005840968	-0.123515853
detacher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.086683627	-0.128363094	-0.161067911	-0.192240037	-0.309986795	-0.276657602	-0.288447226	-0.332008587	-0.33401475	-0.50435984	-0.630351439	-0.82977631	-0.646187063
detacker	2	2	2	2	1	2	2	2	2	2	2	2	2	0.152734559	0.133248957	0.120040454	0.148453637	-0.063995144	0.047117025	0.052233685	0.1470522	0.045836045	0.213362707	0.453462455	0.400304428	0.336883808
detailer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.096867773	-0.110422229	-0.157919042	-0.225250179	-0.233815781	-0.264306256	-0.382297823	-0.470284287	-0.433885285	-0.387699476	-0.531861828	-0.342829613	-0.339426315
detasseler	2	2	1	1	1	1	1	1	1	1	1	1	2	0.041849801	0.038792245	-0.027513503	-0.076731256	-0.27296016	-0.165693077	-0.156676485	-0.209294401	-0.228775025	-0.260428846	-0.219685343	-0.094217146	0.039138468
detective	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.286374319	-0.334834055	-0.488991334	-0.307047675	-0.097014014	-0.020297739	-0.199109035	-0.26364182	-0.386576261	-0.180326293	-0.024589917	0.093814602	0.108797237
devops	1	1	1	2	1	1	1	1	1	1	1	1	1	-0.144852566	-0.129844565	-0.151483315	0.051399225	-0.004534328	-0.300518	-0.504163397	-0.528947242	-0.668462543	-0.646916101	-0.424916542	-0.536870898	-0.241832304
dewaxer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.244440297	-0.192139412	-0.255303341	-0.160036353	-0.27059721	-0.145850153	-0.265680755	-0.438729235	-0.405274318	-0.473532075	-0.372299989	-0.472792665	-0.630029427
dewer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.198202671	-0.189038609	-0.24561869	-0.329092106	-0.34304165	-0.49230875	-0.482565088	-0.69422262	-0.510261232	-0.657532578	-0.493979113	-0.322652391	-0.520875158
diabetologist	2	2	2	2	2	2	2	2	2	2	2	2	2	0.184592673	0.222786219	0.23068912	0.256992858	0.24897503	0.251225348	0.197789137	0.235253019	0.383044984	0.466004875	0.641826363	0.82782684	0.612549927
